Source,Target,Weights
r,ga,11
o,la,11
o,dny,11
o,wie,11
o,graficzny,11
o,rski,11
o,czny,11
o,ić,11
ro,l,11
ro,c,11
l,awa,11
l,ic,11
l,icz,11
l,iczny,11
l,ko,11
g,ować,11
g,nia,11
g,owanie,11
g,adać,11
g,iczniejszy,11
li,ż,11
ga,z,11
to,k,11
ż,ować,11
ż,ejszy,11
ż,na,11
ż,eczka,11
k,us,11
k,ła,11
k,aw,11
k,awka,11
ł,aw,11
ł,w,11
ł,eczka,11
y,jski,11
w,ers,11
w,sp,11
w,al,11
w,ła,11
w,olny,11
w,ró,11
ć,p,11
p,oc,11
p,rzecz,11
p,et,11
p,on,11
p,ia,11
p,ta,11
p,nąć,11
c,zka,11
c,ić się,11
z,or,11
z,ejszy,11
z,aj,11
z,ec,11
z,pa,11
d,nica,11
d,nia,11
d,os,11
d,owa,11
d,j,11
cz,ny,11
cz,ą,11
b,rze,11
b,aw,11
b,it,11
b,or,11
b,eczka,11
j,ad,11
e,pa,11
e,rka,11
e,nny,11
e,kcja,11
e,se,11
e,rnik,11
e,nka,11
le,s,11
er,k,11
ier,z,11
u,nąć,11
u,ga,11
u,le,11
u,to,11
sz,w,11
dz,i,11
h,ować,11
ty,m,11
szy,ć,11
re,a,11
pr,ó,11
przy,p,11
ar,e,11
ar,ka,11
ur,t,11
ur,e,11
on,t,11
ok,r,11
br,o,11
ą,dać,11
ru,b,11
ru,s,11
ch,y,11
do,d,11
do,k,11
sta,w,11
ś,le,11
ś,mi,11
wi,o,11
wi,ec,11
wa,s,11
wa,d,11
bi,c,11
ik,a,11
prze,m,11
prze,ż,11
tr,e,11
od,d,11
lew,a,11
lo,r,11
ze,k,11
pa,w,11
aw,y,11
dzi,k,11
dzi,u,11
ku,s,11
no,l,11
rze,l,11
rze,p,11
ud,y,11
me,r,11
tra,k,11
kar,a,11
dzie,n,11
róż,n,11
par,a,11
par,t,11
olog,i,11
awi,a,11
icz,n,11
rzec,i,11
E,u,11
m,ot,10
m,ent,10
m,ba,10
m,pa,10
m,alniejszy,10
s,on,10
s,ię,10
s,ku,10
s,kać,10
s,pi,10
s,pr,10
s,eczka,10
s,praw,10
a,czy,10
a,tu,10
a,si,10
a,ło,10
a,nt,10
a,lista,10
sam,o,10
i,ot,10
i,dło,10
i,ada,10
i,ejszy,10
i,cie,10
i,um,10
i,ższy,10
i,ek,10
n,ty,10
n,ga,10
n,ot,10
n,os,10
n,ienie,10
n,cz,10
t,wie,10
t,ol,10
t,rzy,10
t,alny,10
r,ad,10
r,om,10
r,?,10
o,twór,10
o,pi,10
o,cha,10
o,to,10
o,ki,10
ro,f,10
l,en,10
l,ec,10
g,acja,10
g,ry,10
g,b,10
to,s,10
ły,ż,10
ka,ń,10
ż,r,10
ż,ki,10
ż,anie,10
k,k,10
k,it,10
k,ło,10
k,er,10
k,nia,10
k,arz,10
k,ot,10
k,owanie,10
k,ologiczny,10
ł,om,10
ł,owa,10
ł,ot,10
ł,?,10
ł,ta,10
y,zy,10
ź,nia,10
ź,c,10
ź,?,10
ź,ń,10
w,or,10
w,ier,10
w,er,10
w,ek,10
wy,c,10
wy,p,10
ć,wi,10
ć,u,10
p,ró,10
p,szcze,10
p,sz,10
p,adać,10
p,czyć,10
p,uch,10
c,m,10
c,ka,10
c,zniejszy,10
z,as,10
z,ba,10
z,el,10
z,ły,10
z,cze,10
z,en,10
z,owa,10
d,zie,10
d,pa,10
d,kr,10
d,ru,10
d,ówka,10
d,ze,10
b,w,10
b,ud,10
b,el,10
b,rz,10
b,f,10
b,nik,10
b,acja,10
j,nik,10
j,alny,10
j,ed,10
j,eb,10
j,sz,10
j,ar,10
e,wka,10
e,tniejszy,10
e,te,10
e,wać,10
e,ci,10
e,me,10
e,bi,10
e,-,10
le,ć,10
er,c,10
ie,ć,10
u,alny,10
u,ba,10
u,rz,10
u,la,10
u,tan,10
u,dzi,10
u,ko,10
?,J,10
?,P,10
?,K,10
nie,g,10
as,t,10
za,w,10
zy,n,10
zy,ć,10
ni,z,10
ta,c,10
ta,ś,10
ja,z,10
re,n,10
ró,j,10
ak,u,10
ob,a,10
ot,o,10
rzy,ć,10
f,ować,10
f,er,10
f,el,10
ń,?,10
ol,a,10
ost,r,10
ow,c,10
or,g,10
ko,b,10
br,a,10
do,b,10
lu,d,10
ś,b,10
wo,j,10
sk,a,10
bi,t,10
bi,z,10
prze,k,10
ia,ł,10
od,ł,10
lo,n,10
in,d,10
cha,m,10
pa,z,10
że,l,10
ada,ć,10
ry,c,10
ry,t,10
ry,b,10
ci,s,10
yt,o,10
uch,y,10
uch,w,10
czyn,i,10
ku,t,10
ku,m,10
roz,w,10
ud,n,10
sze,r,10
um,a,10
szk,o,10
anie,?,10
nicz,y,10
B,o,10
ys,t,10
D,J,10
un,i,10
A,l,10
A,f,10
K,r,10
icz,y,10
W,a,10
-,o,10
I,z,10
arni,a,10
równ,o,10
m,nik,9
m,ista,9
m,as,9
m,ina,9
m,sz,9
m,h,9
s,ista,9
s,kar,9
s,tek,9
s,oc,9
s,yn,9
s,mo,9
s,ownik,9
s,krzy,9
a,jski,9
a,re,9
a,niczny,9
a,je,9
a,wka,9
a,ko,9
a,pi,9
a,nowy,9
a,iczny,9
a,me,9
i,mniejszy,9
i,ał,9
i,any,9
i,ały,9
i,ew,9
i,ur,9
i,eć,9
i,szcz,9
i,knąć,9
n,al,9
n,arz,9
n,kr,9
n,ur,9
t,ówka,9
t,yk,9
t,ron,9
t,nica,9
t,ru,9
t,ologia,9
t,war,9
r,wny,9
r,uc,9
r,czy,9
r,yk,9
r,st,9
r,ot,9
r,stwo,9
r,ć,9
r,awa,9
r,ia,9
o,sta,9
o,staw,9
o,te,9
o,niczny,9
o,bi,9
o,żenie,9
o,kos,9
o,war,9
o,gra,9
o,dniejszy,9
o,metr,9
o,rz,9
o,wód,9
o,bo,9
o,ja,9
o,zie,9
o,y,9
ro,g,9
ro,k,9
l,ub,9
l,ówka,9
l,om,9
g,res,9
g,ą,9
li,ś,9
ga,t,9
ły,s,9
ka,ka,9
ż,enie,9
ż,sz,9
ż,ba,9
k,ki,9
k,awa,9
ł,ad,9
y,mniejszy,9
y,to,9
naj,ł,9
naj,h,9
naj,j,9
naj,f,9
w,odny,9
w,no,9
w,on,9
w,ik,9
w,sze,9
w,st,9
ra,r,9
ra,l,9
wy,w,9
p,re,9
p,ić się,9
p,in,9
p,ek,9
p,lu,9
p,iec,9
p,f,9
czy,t,9
c,ho,9
c,ownik,9
c,ę,9
c,zenie,9
z,ew,9
z,apa,9
z,mie,9
z,z,9
z,ap,9
z,at,9
z,ać się,9
z,wy,9
z,ci,9
d,ki,9
d,że,9
d,or,9
d,wo,9
d,na,9
ę,tka,9
ę,st,9
ę,kać,9
ę,knąć,9
szcz,ó,9
cz,w,9
ła,w,9
ła,p,9
b,ły,9
b,ia,9
b,on,9
b,nąć,9
b,niejszy,9
j,w,9
j,ówka,9
e,rać,9
e,po,9
e,lny,9
e,olog,9
e,istyczny,9
e,ty,9
le,d,9
ie,ł,9
wn,i,9
u,ci,9
u,wa,9
u,ży,9
u,prze,9
u,mniejszy,9
st,i,9
yn,a,9
?,się,9
?,M,9
?,h,9
?,ś,9
nie,r,9
ać,?,9
za,ł,9
al,t,9
al,f,9
os,p,9
sz,ł,9
sz,o,9
dz,a,9
h,ol,9
h,en,9
h,szy,9
h,nąć,9
h,ro,9
h,niejszy,9
na,m,9
na,z,9
zy,w,9
ni,o,9
ni,ż,9
ni,ę,9
ja,l,9
ja,n,9
la,d,9
de,k,9
de,l,9
bu,r,9
ak,s,9
ak,o,9
mi,j,9
rzy,d,9
ur,k,9
si,n,9
ło,n,9
f,un,9
f,?,9
f,it,9
f,os,9
pe,r,9
pe,d,9
mo,d,9
ok,e,9
br,ą,9
br,y,9
ą,ź,9
ch,ó,9
ch,m,9
ad,i,9
zna,c,9
do,j,9
lu,k,9
lu,m,9
ś,wiat,9
om,o,9
wi,r,9
wo,l,9
da,t,9
wa,ś,9
te,n,9
od,n,9
lo,t,9
lo,z,9
cze,r,9
bar,w,9
bar,a,9
op,t,9
ze,w,9
że,g,9
aw,n,9
ap,o,9
ry,l,9
ry,s,9
ci,k,9
ci,p,9
uch,o,9
acz,y,9
świ,s,9
ian,i,9
bo,r,9
bo,ż,9
cy,f,9
cy,r,9
rze,ć,9
rze,n,9
rze,j,9
az,d,9
gł,u,9
fa,j,9
sze,c,9
łu,g,9
kar,p,9
kom,p,9
kom,e,9
sza,b,9
dzie,w,9
cie,l,9
cie,m,9
cie,k,9
kaw,i,9
cza,r,9
cza,s,9
ele,k,9
mowa,ć,9
czerw,o,9
fi,z,9
un,d,9
ostr,o,9
rzes,t,9
pot,a,9
kl,a,9
kl,ę,9
kw,i,9
P,a,9
A,t,9
owni,c,9
wó,d,9
war,i,9
sp,r,9
rzec,z,9
rzec,h,9
mier,z,9
met,r,9
czer,w,9
J,e,9
I,s,9
Ż,y,9
m,ik,8
m,ak,8
m,alny,8
m,nie,8
m,ański,8
m,un,8
m,yć,8
m,la,8
m,?,8
m,knąć,8
m,ż,8
s,te,8
s,owa,8
s,in,8
s,ić się,8
s,tra,8
s,us,8
a,ci,8
a,danie,8
a,do,8
a,wiec,8
a,ku,8
am,a,8
am,i,8
i,ór,8
i,ja,8
i,ty,8
i,ąć,8
i,om,8
i,ać się,8
i,at,8
i,zm,8
i,no,8
i,lny,8
i,arka,8
i,szcze,8
n,aj,8
n,tr,8
n,tować,8
n,ić się,8
n,ologiczny,8
t,os,8
t,ele,8
t,aj,8
t,ow,8
r,wi,8
r,udniejszy,8
r,ma,8
r,um,8
r,zenie,8
r,us,8
r,owa,8
r,cha,8
r,olog,8
o,ży,8
o,stawać,8
o,dzie,8
o,br,8
o,nąć,8
o,nowa,8
o,ły,8
o,ższy,8
o,nt,8
o,tniejszy,8
tor,i,8
l,sz,8
l,owa,8
l,ak,8
l,iwy,8
l,os,8
l,ić się,8
l,is,8
l,enie,8
l,it,8
l,ad,8
l,ki,8
l,ist,8
l,ś,8
g,raf,8
g,az,8
g,ły,8
g,os,8
g,awa,8
g,wó,8
li,ź,8
ga,l,8
ga,ł,8
ka,u,8
ż,nik,8
ż,ę,8
ż,?,8
k,lo,8
k,tor,8
k,ole,8
k,tyczny,8
ł,cz,8
ł,awa,8
y,my,8
y,sy,8
y,o,8
y,nowy,8
ź,ni,8
w,at,8
w,arka,8
w,yk,8
w,ina,8
ć,f,8
ć,ka,8
p,ow,8
p,ocz,8
p,an,8
p,cja,8
p,om,8
p,?,8
p,ologiczny,8
p,eczka,8
p,ucha,8
ży,c,8
ży,w,8
c,zyć,8
c,ik,8
c,ier,8
c,iec,8
z,eń,8
z,yt,8
z,ak,8
z,mar,8
z,uc,8
z,ał,8
z,ja,8
po,e,8
po,b,8
d,ał,8
d,mi,8
d,yczny,8
d,ą,8
d,alny,8
ę,to,8
ę,dzi,8
ę,kaw,8
ę,czniejszy,8
ę,ższy,8
b,al,8
b,la,8
b,j,8
b,ol,8
b,lu,8
b,sz,8
j,od,8
j,aw,8
j,adać,8
j,owy,8
j,eczka,8
e,nia,8
e,rek,8
e,niczny,8
e,mniejszy,8
e,re,8
le,ź,8
le,ś,8
er,f,8
u,awa,8
u,sze,8
u,bi,8
u,te,8
u,sta,8
u,szcz,8
u,ma,8
u,czy,8
u,ński,8
nia,n,8
st,k,8
?,si,8
?,o,8
nie,ś,8
rz,u,8
rz,o,8
al,k,8
ba,d,8
ba,?,8
h,ad,8
h,ło,8
h,m,8
ty,k,8
na,g,8
na,u,8
ni,t,8
kre,t,8
re,p,8
re,l,8
re,m,8
bu,l,8
pr,a,8
pi,w,8
is,t,8
ob,c,8
ot,w,8
ot,r,8
mi,k,8
it,e,8
ar,u,8
ar,nia,8
ar,p,8
ur,y,8
ura,n,8
f,ny,8
f,eczka,8
f,tować,8
f,ik,8
ń,czy,8
pier,d,8
krz,e,8
mo,l,8
mo,c,8
es,t,8
es,i,8
aj,e,8
oce,n,8
or,w,8
ko,a,8
ą,ba,8
ru,m,8
ru,k,8
ad,y,8
do,p,8
do,l,8
lu,s,8
raf,i,8
ag,r,8
sta,l,8
an,o,8
ś,wia,8
ś,ka,8
ś,cie,8
ś,ń,8
wi,ć,8
wi,t,8
se,r,8
bi,l,8
bi,d,8
bi,n,8
prze,z,8
zi,m,8
zi,ę,8
ia,s,8
kon,k,8
kon,o,8
tr,ó,8
in,s,8
in,k,8
ze,ń,8
og,ó,8
ża,r,8
ry,n,8
dzi,c,8
ci,o,8
yt,e,8
awa,ć,8
ku,l,8
świ,ę,8
roz,p,8
roz,u,8
roz,g,8
no,k,8
no,g,8
bo,g,8
cy,n,8
rze,z,8
str,u,8
dy,s,8
tra,n,8
szcze,r,8
um,e,8
sza,r,8
sza,f,8
dzie,r,8
kaw,k,8
mor,f,8
dn,i,8
bó,j,8
czerwon,y,8
par,s,8
pra,w,8
io,n,8
apa,ć,8
kl,e,8
kl,i,8
ecz,k,8
sł,o,8
wó,r,8
wó,ź,8
sp,a,8
gr,o,8
own,i,8
W,ę,8
ucha,ć,8
-,b,8
U,k,8
R,o,8
sa,m,7
m,ur,7
m,awi,7
m,um,7
m,ęcz,7
m,yk,7
m,nia,7
m,ię,7
m,it,7
m,olog,7
s,zniejszy,7
s,zenie,7
s,zka,7
s,an,7
s,wa,7
s,ak,7
s,tan,7
s,ły,7
s,tor,7
s,prz,7
s,ę,7
s,ada,7
s,owanie,7
s,tu,7
s,it,7
s,b,7
s,acja,7
s,owiec,7
a,ry,7
a,kr,7
a,rt,7
a,tra,7
a,zd,7
a,rzecz,7
a,min,7
a,no,7
a,kać,7
a,cyjny,7
am,p,7
i,es,7
i,zy,7
i,ech,7
i,lo,7
i,ować,7
i,nek,7
i,niec,7
i,ra,7
n,alny,7
n,ob,7
n,uch,7
n,ał,7
n,osić,7
n,r,7
n,ian,7
n,icz,7
n,udniejszy,7
n,ud,7
n,olog,7
n,eta,7
n,oga,7
t,ęp,7
t,ość,7
t,wo,7
t,li,7
t,ró,7
t,owiec,7
t,ór,7
r,ar,7
r,ol,7
r,li,7
r,zać,7
r,za,7
r,anie,7
r,ada,7
r,yjski,7
r,oda,7
r,em,7
r,ud,7
r,ut,7
r,ko,7
r,ani,7
r,osić,7
o,bie,7
o,lej,7
o,pis,7
o,wó,7
o,me,7
o,fa,7
o,ła,7
o,tować,7
o,zy,7
o,ważny,7
o,matyczny,7
o,ć,7
l,ac,7
l,eta,7
g,owa,7
g,al,7
g,rom,7
g,no,7
g,aniczny,7
g,ani,7
g,odny,7
g,ówka,7
li,d,7
ga,ż,7
ż,uć,7
ż,yna,7
ż,yt,7
ż,en,7
k,no,7
k,sz,7
k,oc,7
k,ara,7
k,ad,7
k,tu,7
k,un,7
k,ru,7
k,ani,7
ł,oda,7
ł,at,7
ł,ość,7
ł,apa,7
ł,op,7
ł,ój,7
ł,i,7
y,czyć,7
y,mi,7
y,me,7
y,ro,7
y,lew,7
y,sk,7
y,bi,7
y,tor,7
y,bo,7
y,wy,7
ź,wiec,7
naj,u,7
naj,szy,7
w,es,7
w,ica,7
w,czesny,7
w,ię,7
w,alka,7
w,czy,7
w,ło,7
w,alny,7
w,il,7
w,acja,7
w,isko,7
ra,ź,7
ra,j,7
wy,ś,7
wy,t,7
p,ak,7
p,li,7
p,ara,7
p,tyk,7
p,as,7
p,sy,7
p,olog,7
p,el,7
c,io,7
c,yn,7
c,ent,7
c,ienny,7
z,yc,7
z,ma,7
z,wód,7
z,iel,7
z,yczny,7
z,wó,7
z,lew,7
z,dzi,7
z,?,7
po,ta,7
d,rz,7
d,ry,7
d,lew,7
d,nąć,7
d,es,7
d,uch,7
d,liwy,7
d,et,7
ę,ko,7
ę,ta,7
ę,cić,7
b,uc,7
b,oga,7
b,ru,7
b,owanie,7
b,ański,7
j,ni,7
j,z,7
j,aj,7
j,stwo,7
j,ask,7
j,czy,7
j,ek,7
j,ować,7
e,row,7
e,ne,7
e,do,7
e,ść,7
e,tr,7
e,za,7
e,to,7
e,ższy,7
e,da,7
e,nica,7
e,mo,7
e,aniczny,7
e,logiczny,7
le,ń,7
er,t,7
ier,t,7
u,za,7
u,ować,7
u,i,7
u,da,7
u,chać,7
u,tować,7
u,tny,7
u,on,7
nia,ć,7
nia,r,7
nie,m,7
nie,s,7
nie,ż,7
nie,u,7
as,y,7
as,i,7
as,k,7
za,u,7
ba,ć,7
os,e,7
os,f,7
sz,ó,7
h,om,7
h,ot,7
h,er,7
h,us,7
h,nik,7
h,an,7
h,ó,7
en,s,7
ty,t,7
ut,r,7
nik,a,7
na,n,7
na,c,7
szy,n,7
ta,f,7
ja,w,7
ja,ł,7
de,n,7
de,s,7
najc,i,7
re,d,7
re,z,7
re,t,7
re,c,7
bu,ł,7
ró,g,7
ró,d,7
ó,wniejszy,7
ak,a,7
pi,l,7
pi,ó,7
pi,j,7
is,i,7
ał,o,7
rzy,n,7
ur,d,7
si,s,7
ło,ż,7
f,k,7
f,re,7
ń,-,7
pierd,y,7
oc,i,7
najp,e,7
najp,i,7
aj,niejszy,7
cen,t,7
or,k,7
or,ó,7
ko,e,7
ko,g,7
ko,h,7
ą,dzi,7
ru,t,7
ch,n,7
ek,t,7
ek,a,7
do,r,7
do,m,7
sta,j,7
an,n,7
ś,ru,7
ś,wiad,7
ś,pi,7
ś,mier,7
ś,lu,7
sk,u,7
sk,ł,7
wa,c,7
ce,w,7
ce,l,7
ul,e,7
se,m,7
te,s,7
te,o,7
te,m,7
bi,j,7
bi,b,7
bi,ę,7
prze,l,7
prze,w,7
prze,ź,7
ia,k,7
kont,r,7
tr,ą,7
od,r,7
lo,g,7
cze,l,7
op,e,7
rzep,i,7
ze,b,7
pa,k,7
je,b,7
że,ć,7
że,c,7
aw,e,7
bie,r,7
ry,g,7
pie,s,7
pie,c,7
kap,u,7
dr,o,7
ku,n,7
mie,c,7
roz,r,7
trz,e,7
ian,y,7
no,s,7
pod,z,7
cy,t,7
rze,w,7
rze,ś,7
fa,k,7
fo,n,7
tyk,a,7
et,o,7
ho,d,7
szcze,p,7
staw,ać,7
łu,p,7
ton,o,7
kar,y,7
dzie,t,7
nicz,n,7
cie,p,7
mis,t,7
kaw,a,7
tele,f,7
B,a,7
uta,n,7
krzy,ż,7
krzy,k,7
krzy,w,7
bl,a,7
znacz,n,7
io,r,7
licz,e,7
A,rab,7
arch,i,7
grz,y,7
świat,ł,7
ic,z,7
sp,ó,7
wiad,o,7
samo,l,7
meta,l,7
met,e,7
eni,e,7
list,a,7
pas,t,7
koc,i,7
spraw,i,7
spraw,d,7
-,m,7
C,e,7
oto,p,7
Ł,o,7
liw,y,7
R,u,7
m,po,6
m,ed,6
m,ień,6
m,io,6
m,ło,6
s,ra,6
s,no,6
s,tyk,6
s,ienie,6
s,enny,6
s,arz,6
s,um,6
s,zek,6
s,ykański,6
s,chodzić,6
a,czyn,6
a,ter,6
a,jniejszy,6
a,wić się,6
a,dz,6
a,ster,6
a,zać,6
a,lniejszy,6
a,łama,6
a,wać,6
a,lszy,6
a,rówka,6
a,sa,6
a,kcja,6
a,niec,6
a,ić się,6
a,logiczny,6
a,tologia,6
a,dny,6
a,chodzić,6
a,ść,6
am,e,6
i,nte,6
i,anin,6
i,cze,6
i,tniejszy,6
i,dzi,6
i,us,6
i,lniejszy,6
i,og,6
i,nie,6
i,wszy,6
i,to,6
i,wiec,6
i,ologiczny,6
i,eń,6
n,any,6
n,on,6
n,ol,6
n,ota,6
n,to,6
n,as,6
n,us,6
n,it,6
n,awa,6
n,ieć,6
n,acja,6
n,l,6
t,og,6
t,g,6
t,aw,6
t,ograficzny,6
t,ys,6
t,ry,6
t,nąć,6
t,yjski,6
t,ik,6
r,ać się,6
r,yn,6
r,ub,6
r,mi,6
r,zeć,6
r,oc,6
r,zny,6
r,uk,6
r,kować,6
r,ec,6
r,dzenie,6
r,nica,6
r,kać,6
r,że,6
r,aż,6
r,awny,6
r,bi,6
r,ł,6
r,czać,6
r,adać,6
r,oić,6
r,del,6
r,ci,6
r,el,6
o,wn,6
o,tan,6
o,bal,6
o,bu,6
o,cze,6
o,ńczyk,6
o,dzenie,6
o,żyć,6
o,rium,6
o,tr,6
o,czesny,6
o,ska,6
o,rzec,6
o,mar,6
o,lew,6
o,rować,6
o,ologiczny,6
o,olog,6
l,ut,6
l,ina,6
l,uz,6
l,ica,6
l,wi,6
l,un,6
g,lu,6
g,ow,6
g,lejszy,6
g,rzecz,6
g,in,6
g,le,6
g,ański,6
g,łó,6
int,e,6
li,o,6
li,r,6
ga,w,6
to,g,6
to,n,6
ły,k,6
ły,w,6
ka,o,6
ż,el,6
ż,eński,6
ż,ow,6
ż,eg,6
k,iel,6
k,b,6
k,arka,6
k,ton,6
k,ty,6
k,ak,6
k,ko,6
k,lej,6
ł,uch,6
ł,za,6
ł,ucha,6
ł,owanie,6
ł,ny,6
y,nia,6
y,czka,6
y,ni,6
y,ła,6
y,cki,6
y,stry,6
y,kański,6
y,jniejszy,6
y,ga,6
y,wka,6
y,ty,6
y,sze,6
y,zm,6
y,wo,6
y,chać,6
najw,y,6
w,en,6
w,ani,6
w,any,6
w,iać,6
w,aw,6
w,ajski,6
w,encja,6
w,os,6
ra,cyjny,6
wy,ł,6
wy,ć,6
ć,m,6
p,ry,6
p,lik,6
p,ok,6
p,at,6
p,ał,6
p,ad,6
p,ac,6
p,ani,6
p,ty,6
p,cz,6
p,ło,6
p,ń,6
p,ir,6
p,oto,6
p,ór,6
p,eta,6
p,aw,6
p,ost,6
p,nik,6
p,szy,6
czy,c,6
c,ian,6
c,in,6
c,iel,6
c,me,6
c,hi,6
c,yt,6
c,ię,6
c,iczny,6
c,zer,6
c,ina,6
c,iowy,6
c,enie,6
c,B,6
z,ac,6
z,ow,6
z,nica,6
z,ot,6
z,rze,6
z,mi,6
z,owanie,6
z,dro,6
z,nie,6
z,et,6
z,ię,6
z,ech,6
z,wo,6
z,no,6
z,roz,6
d,ol,6
d,od,6
d,op,6
d,ró,6
d,nie,6
d,yt,6
d,ziel,6
d,mie,6
d,eczka,6
d,ob,6
d,yk,6
d,ot,6
d,owiec,6
d,cz,6
d,om,6
d,ły,6
d,oński,6
d,olny,6
d,po,6
ę,dzić,6
ę,ba,6
ę,ty,6
ę,czeć,6
ę,czyć,6
ła,s,6
b,ul,6
b,ik,6
b,om,6
b,yć,6
b,adać,6
b,rać,6
b,rat,6
b,ok,6
b,uchać,6
b,ła,6
b,in,6
b,as,6
b,nić,6
b,ój,6
j,ąć,6
j,ag,6
j,ó,6
j,da,6
j,rze,6
j,czyk,6
j,ać się,6
j,ologia,6
j,en,6
e,dz,6
e,ut,6
e,bul,6
e,ryczny,6
e,lka,6
e,cki,6
e,ks,6
e,ki,6
e,lik,6
e,wo,6
e,ry,6
e,gar,6
e,si,6
e,rs,6
e,rzy,6
e,nić,6
e,graficzny,6
e,lew,6
e,wniejszy,6
e,kać,6
e,pi,6
e,ur,6
bro,ń,6
bro,d,6
er,m,6
er,ś,6
ier,ś,6
row,a,6
u,fa,6
u,wać,6
u,ista,6
u,kt,6
u,kać,6
u,ska,6
u,acja,6
u,tr,6
u,do,6
u,dny,6
u,ter,6
u,ar,6
u,bo,6
u,tniejszy,6
u,sk,6
u,mie,6
yn,i,6
yn,k,6
?,praw,6
?,a,6
?,nie,6
nie,?,6
as,a,6
za,g,6
za,d,6
al,b,6
al,m,6
os,m,6
sz,ta,6
sz,ka,6
ki,n,6
dz,k,6
h,ist,6
h,ać się,6
h,on,6
h,odzić,6
h,it,6
en,o,6
en,c,6
ty,s,6
ty,w,6
ne,t,6
ut,a,6
na,ć,6
na,?,6
zy,z,6
ni,f,6
ni,ą,6
szy,j,6
szy,w,6
ta,d,6
at,n,6
gl,a,6
ja,ź,6
ac,i,6
la,c,6
la,l,6
de,b,6
kr,ą,6
iec,h,6
najc,z,6
najc,h,6
re,f,6
us,i,6
pr,e,6
ó,ra,6
ab,i,6
ab,e,6
ak,r,6
pi,r,6
is,k,6
ob,u,6
ob,j,6
ob,ł,6
owa,n,6
owa,l,6
oni,m,6
prz,ą,6
prz,ę,6
mi,m,6
mi,ł,6
przy,m,6
przy,j,6
przy,g,6
przy,t,6
it,o,6
it,r,6
ar,ń,6
ło,ń,6
per,z,6
f,ka,6
f,ru,6
f,oniczny,6
f,in,6
f,ry,6
on,k,6
we,s,6
we,r,6
ent,r,6
pier,ś,6
najd,o,6
mow,y,6
ow,ł,6
ow,s,6
mo,ż,6
mo,w,6
oc,e,6
es,e,6
cen,a,6
or,f,6
or,s,6
ko,ci,6
ko,ń,6
ok,a,6
ą,zowy,6
ą,dniejszy,6
ą,cze,6
ru,c,6
ru,g,6
ch,ać,6
ad,o,6
zna,j,6
zn,i,6
ek,o,6
pol,e,6
pol,s,6
ed,n,6
lu,p,6
ag,n,6
ren,t,6
sy,m,6
sy,c,6
ś,lina,6
ś,lep,6
ś,ba,6
ię,k,6
om,a,6
om,e,6
om,n,6
rt,a,6
da,k,6
ma,ga,6
ma,ś,6
ce,r,6
ce,d,6
se,n,6
ist,y,6
bi,u,6
bi,o,6
cho,l,6
ik,s,6
prze,r,6
oz,o,6
zi,a,6
zi,o,6
ia,b,6
kon,f,6
tr,wa,6
sło,n,6
od,y,6
od,l,6
ywa,ć,6
el,o,6
wie,ś,6
lew,y,6
bal,a,6
rab,i,6
rab,a,6
ucz,e,6
cze,s,6
bez,z,6
ter,e,6
ha,d,6
ze,ś,6
ze,d,6
tan,i,6
aw,o,6
łó,j,6
ry,ć,6
ry,z,6
dzi,d,6
dzi,o,6
ci,n,6
ci,u,6
ci,ć,6
ci,c,6
em,p,6
dr,u,6
daw,a,6
ku,b,6
tar,i,6
świ,ą,6
no,b,6
pl,e,6
pod,e,6
rze,ź,6
gł,o,6
yk,ł,6
fa,x,6
ud,z,6
fo,r,6
sze,w,6
sze,k,6
tra,ż,6
szcze,c,6
go,d,6
um,y,6
um,o,6
il,i,6
łu,c,6
kar,k,6
S,e,6
dzie,s,6
dzie,l,6
ocz,e,6
lik,a,6
cie,ń,6
af,i,6
aro,d,6
cza,ć,6
mor,d,6
eg,z,6
praw,n,6
praw,y,6
obi,e,6
krzy,d,6
ostr,z,6
prawn,u,6
pł,y,6
eczka,r,6
kol,a,6
kol,e,6
kl,o,6
wiel,o,6
przed,a,6
P,h,6
arn,i,6
oso,b,6
elektr,o,6
grz,e,6
wó,z,6
be,l,6
ęcz,o,6
K,an,6
now,e,6
ic,h,6
war,s,6
śl,a,6
szp,i,6
gar,b,6
M,ac,6
kos,t,6
dro,ż,6
dro,w,6
tur,a,6
rowa,ć,6
rod,z,6
gr,y,6
J,u,6
oś,c,6
mocz,y,6
dział,a,6
cj,o,6
rk,a,6
H,o,6
przestrze,ń,6
zer,w,6
chłop,c,6
Z,i,6
chw,a,6
E,t,6
sa,d,5
m,ał,5
m,ały,5
m,apa,5
m,ol,5
m,is,5
m,ora,5
m,any,5
m,os,5
m,uch,5
m,ac,5
m,ierz,5
m,ówka,5
m,ić,5
s,zeczka,5
s,ąd,5
s,cho,5
s,em,5
s,ek,5
s,zny,5
s,ier,5
s,przed,5
s,zer,5
s,zać,5
s,ok,5
s,tszy,5
s,uch,5
a,szy,5
a,te,5
a,sy,5
a,raf,5
a,uta,5
a,lec,5
a,knąć,5
a,ja,5
a,nowa,5
a,rzy,5
a,tować,5
a,cić,5
a,list,5
a,zowy,5
a,dać,5
a,gra,5
a,dło,5
a,kiet,5
a,cki,5
a,nik,5
i,ski,5
i,emi,5
i,ro,5
i,nt,5
i,cki,5
i,mi,5
i,da,5
i,niczny,5
i,per,5
i,eczny,5
i,ki,5
i,az,5
i,te,5
i,towy,5
i,erz,5
i,kować,5
